id,user_input,uri,doi,title,authors,year,citations_gs,citations_wos
467,,,10.1108/jes-10-2013-0143,What if you had been less fortunate The effects of poor family background on current labor market outcomes,"Cho, Sungwook; Heshmati, Almas",2015,,0
468,,,10.1007/978-1-4614-7846-1_24,Constructing Conditional Reference Charts for Grip Strength Measured with Error,"Torres, Pedro A.; Zhang, Daowen; Wang, Huixia Judy",2013,,0
469,,,10.1029/2010gl045729,Climate trends in tropical cyclone-induced wind and precipitation over mainland China,"Ying, Ming; Chen, Baode; Wu, Guoxiong",2011,,5
470,,,10.1002/joc.3734,Assessment of three dynamical urban climate downscaling methods: Brussels's future urban heat island under an A1B emission scenario,"Hamdi, R.; Van de Vyver, H.; De Troch, R.; Termonia, P.",2014,,11
471,,,10.1093/bja/aew029,Using the STOP-BANG questionnaire to predict hypoxaemia in patients recovering from noncardiac surgery: a prospective cohort analysis,"Khanna, A. K.; Sessler, D. I.; Sun, Z.; Naylor, A. J.; You, J.; Hesler, B. D.; Kurz, A.; Devereaux, P. J.; Saager, L.",2016,,0
472,,,10.1016/j.eap.2016.02.002,Aid for Trade and trade tax revenues in developing countries,"Gnangnon, Sena Kimm",2016,,0
473,,,10.1016/j.jmva.2016.05.010,Single index quantile regression for heteroscedastic data,"Christou, Eliana; Akritas, Michael G.",2016,,0
474,,,10.1038/srep04405,Effects of halving pesticide use on wheat production,"Hossard, L.; Philibert, A.; Bertrand, M.; Colnenne-David, C.; Debaeke, P.; Munier-Jolain, N.; Jeuffroy, M. H.; Richard, G.; Makowski, D.",2014,,6
475,,,10.1080/01621459.2014.889022,Segmented Model Selection in Quantile Regression Using the Minimum Description Length Principle,"Aue, Alexander; Cheung, Rex C. Y.; Lee, Thomas C. M.; Zhong, Ming",2014,,3
476,,,10.1007/s10182-012-0198-1,Simultaneous estimation of quantile curves using quantile sheets,"Schnabel, Sabine K.; Eilers, Paul H. C.",2013,,7
477,,,10.1111/1468-0084.00114,What has happened to the union wage differential in Britain in the 1990s?,"Hildreth, A",1999,,20
478,,,10.2134/agronj2015.0222,Identifying Field Attributes that Predict Soybean Yield Using Random Forest Analysis,"Smidt, Ethan R.; Conley, Shawn P.; Zhu, Jun; Arriaga, Francisco J.",2016,,0
479,,,10.1002/sim.4780140807,PERCENTILE REGRESSION-ANALYSIS OF CORRELATED ANTIBODY-RESPONSES,"MOULTON, LH; HOLT, EA; JOB, JS; HALSEY, NA",1995,,4
480,,,10.1016/j.elerap.2011.12.002,"Online user reviews, product variety, and the long tail: An empirical investigation on online software downloads","Zhou, Wenqi; Duan, Wenjing",2012,,5
481,,,10.1016/j.soilbio.2004.11.016,Mine waste contamination limits soil respiration rates: a case study using quantile regression,"Ramsey, PW; Rillig, MC; Feris, KP; Moore, JN; Gannon, JE",2005,,15
482,,,10.1142/9789812772558_0019,The L-1-norm kernel estimator of conditional median for stationary processes,"Lin, Zhengyan; Li, Degui",2006,,0
483,,,,NON-VARIABILITY OF THE FINE-STRUCTURE CONSTANT OVER COSMOLOGICAL TIME SCALES,"POTEKHIN, AY; VARSHALOVICH, DA",1994,,27
484,,,10.1080/03610918.2014.904341,Bayesian Elastic Net Tobit Quantile Regression,"Alhamzawi, Rahim",2016,,0
485,,,10.1016/j.ppees.2007.09.002,Multi-proxy evidence for competition between savanna woody species,"Meyer, Katrin M.; Ward, David; Wiegand, Kerstin; Moustakas, Aristides",2008,,27
486,,,10.1016/j.landurbplan.2011.09.008,Spatio-temporal trend analysis of long-term development patterns (1900-2030) in a Southern Appalachian County,"Kirk, Ryan W.; Bolstad, Paul V.; Manson, Steven M.",2012,,17
487,,,10.1109/tits.2016.2519266,High Confidence Intervals Applied to Aircraft Altitude Prediction,"Hamed, Mohammad Ghasemi; Alligier, Richard; Gianazza, David",2016,,0
488,,,10.3945/jn.114.190447,Shifts in the Recent Distribution of Energy Intake among US Children Aged 2-18 Years Reflect Potential Abatement of Earlier Declining Trends,"Mendez, Michelle A.; Sotres-Alvarez, Daniela; Miles, Donna R.; Slining, Meghan M.; Popkin, Barry M.",2014,,8
489,,,,Marginal structural quantile models for longitudinal observational studies with time-varying treatment,"Hogan, JW; Lee, JY",2004,,7
490,,,10.1007/s10985-007-9073-x,Evaluating the ROC performance of markers for future events,"Pepe, Margaret S.; Zheng, Yingye; Jin, Yuying; Huang, Ying; Parikh, Chirag R.; Levy, Wayne C.",2008,,29
491,,,10.1186/s13006-015-0041-x,Effects of early feeding on growth velocity and overweight/obesity in a cohort of HIV unexposed South African infants and children,"Ramokolo, Vundli; Lombard, Carl; Chhagan, Meera; Engebretsen, Ingunn M. S.; Doherty, Tanya; Goga, Ameena E.; Fadnes, Lars Thore; Zembe, Wanga; Jackson, Debra J.; Van den Broeck, Jan",2015,,0
492,,,10.1093/biostatistics/3.3.421,Distribution-free ROC analysis using binary regression techniques,"Alonzo, TA; Pepe, MS",2002,,84
493,,,10.3390/risks3030420,The Financial Stress Index: Identification of Systemic Risk Conditions,"Oet, Mikhail V.; Dooley, John M.; Ong, Stephen J.",2015,,0
494,,,10.1029/2008wr007563,Statistical power calculation and sample size determination for environmental studies with data below detection limits,"Shao, Quanxi; Wang, You-Gan",2009,,1
495,,,10.1016/j.jamcollsurg.2005.12.015,Evaluating individual surgeons based on total hospital costs: evidence for variation in both total costs and volatility of costs,"Hall, BL; Campbell, DA; Phillips, LRS; Hamilton, BH",2006,,12
496,,,10.1039/c5pp00125k,Rotifer dynamics in three shallow lakes from the Salado river watershed (Argentina): the potential modulating role of incident solar radiation,"Diovisalvi, Nadia; Rennella, Armando M.; Zagarese, Horacio E.",2015,,0
497,,,10.1016/j.jeconom.2008.05.012,Heterogeneous impacts in PROGRESA,"Djebbari, Habiba; Smith, Jeffrey",2008,,31
498,,,10.1127/0941-2948/2009/0413,A probabilistic analysis of wind gusts using extreme value statistics,"Friederichs, Petra; Goeber, Martin; Bentzien, Sabrina; Lenz, Anne; Krampitz, Rebekka",2009,,13
499,,,10.1029/2008gl035182,Quantile trends in Baltic sea level,"Barbosa, Susana M.",2008,,37
500,,,10.1016/0167-7152(94)90031-0,EXPECTILES AND M-QUANTILES ARE QUANTILES,"JONES, MC",1994,,20
501,,,,Online Individualized Dose Estimation,"Rocha, Conceicao; Mendonca, Teresa; Silva, M. Eduarda",2009,,0
502,,,10.3354/cr01285,Heat wave characteristics in the eastern Mediterranean and Middle East using extreme value theory,"Tanarhte, M.; Hadjinicolaou, P.; Lelieveld, J.",2015,,2
503,,,10.2307/2685402,Elemental subsets: The building blocks of regression,"Mayo, MS; Gray, JB",1997,,11
504,,,10.1016/j.spl.2015.05.019,Threshold effect test in censored quantile regression,"Tang, Yanlin; Song, Xinyuan; Zhu, Zhongyi",2015,,0
505,,,10.1016/j.neunet.2007.04.010,A variational EM approach to predictive uncertainty,"Harva, Markus",2007,,0
506,,,,Estimation of the innovation quantile density function of an AR(p) process based on autoregression quantiles,"El Bantli, F; Hallin, M",2002,,0
507,,,10.2307/2291592,Measures of the sensitivity of regression estimates to the choice of estimator,"Severini, TA",1996,,4
508,,,,Application of Forecast Combination in Volatility Modelling,"James, Adam; Chan, Felix",2011,,0
509,,,10.1007/s00180-010-0199-z,A robust test of specification based on order statistics,"Furno, Marilena",2010,,0
510,,,10.1016/j.jeconom.2015.05.003,Quantile cointegration in the autoregressive distributed-lag modeling framework,"Cho, Jin Seo; Kim, Tae-hwan; Shin, Yongcheol",2015,,0
511,,,10.1007/s00180-014-0511-4,Composite support vector quantile regression estimation,"Shim, Jooyong; Hwang, Changha; Seok, Kyungha",2014,,0
512,,,,QuantifQuantile: An R Package for Performing Quantile Regression Through Optimal Quantization,"Charlier, Isabelle; Paindaveine, Davy; Saracco, Jerome",2015,,0
513,,,10.1007/s10255-011-0087-5,Adaptive local linear quantile regression,"Su, Yu-nan; Tian, Mao-zai",2011,,1
514,,,10.1017/s0266466612000813,GLOBAL BAHADUR REPRESENTATION FOR NONPARAMETRIC CENSORED REGRESSION QUANTILES AND ITS APPLICATIONS,"Kong, Efang; Linton, Oliver; Xia, Yingcun",2013,,2
515,,,10.1111/sjos.12031,Fast Censored Linear Regression,"Huang, Yijian",2013,,0
516,,,10.1080/03610929808832193,Trimmed least squares estimator as best trimmed linear conditional estimator for linear regression model,"Chen, LA; Thompson, P",1998,,0
517,,,10.1016/j.jeconom.2013.07.006,Specification analysis of linear quantile models,"Escanciano, J. C.; Goh, S. C.",2014,,1
518,,,10.1198/jasa.2009.tm08400,Local Polynomial Quantile Regression With Parametric Features,"El Ghouch, Anouar; Genton, Marc G.",2009,,4
519,,,10.1080/03610926.2012.661509,Precision Index in the Multivariate Context,"Siman, Miroslav",2014,,4
520,,,10.1071/mf13122,"The dentition of the narrownose smooth-hound shark, Mustelus schmitti","Belleggia, Mauro; Figueroa, Daniel E.; Bremec, Claudia",2014,,0
521,,,,"ESTIMATION CRITERION, RESIDUALS AND PREDICTION EVALUATION","KAERGARD, N",1987,,2
522,,,,Do income constraints inhibit spending on fruits and vegetables among low-income households?,"Stewart, H; Blisard, N; Jolliffe, D",2003,,25
523,,,10.1007/s11634-015-0222-x,Latent drop-out based transitions in linear quantile hidden Markov models for longitudinal responses with attrition,"Marino, Maria Francesca; Alfo, Marco",2015,,0
524,,,10.1071/mf12072,"Development of integrated habitat indices for bigeye tuna, Thunnus obesus, in waters near Palau","Li, Yuwei; Song, Liming; Nishida, Tom; Gao, Panfeng",2012,,1
525,,,10.1007/s10492-008-0027-8,Kolmogorov-Smirnov two-sample test based on regression rank scores,"Schindler, Martin",2008,,0
526,,,10.1016/j.jmva.2010.08.004,On directional multiple-output quantile regression,"Paindaveine, Davy; Siman, Miroslav",2011,,12
527,,,10.1162/08997660260293300,Robust regression with asymmetric heavy-tail noise distributions,"Takeuchi, None; Bengio, Y; Kanamori, T",2002,,5
528,,,10.1055/s-0030-1249365,Middle Cerebral Artery Median Peak Systolic Velocity Validation: Effect of Measurement Technique,"Patterson, Tamula M.; Alexander, Amy; Szychowski, Jeff M.; Owen, John",2010,,2
529,,,10.1093/icesjms/fss094,Escapement of eel (Anguilla anguilla) in coastal areas in Sweden over a 50-year period,"Andersson, Jan; Florin, Ann-Britt; Petersson, Erik",2012,,7
530,,,10.1623/hysj.54.6.1141,Non-stationary lognormal model development and comparison with the non-stationary GEV model,"Aissaoui-Fqayeh, I.; El-Adlouni, S.; Ouarda, T. B. M. J.; St-Hilaire, A.",2009,,8
531,,,10.1016/s0378-3758(01)00277-4,On multivariate quantile regression,"Chakraborty, B",2003,,22
532,,,10.1111/biom.12294,Multilevel quantile function modeling with application to birth outcomes,"Smith, Luke B.; Reich, Brian J.; Herring, Amy H.; Langlois, Peter H.; Fuentes, Montserrat",2015,,0
533,,,10.1080/02664763.2015.1070807,A variant of K nearest neighbor quantile regression,"Ma, Xuejun; He, Xiaoqun; Shi, Xiaokang",2016,,0
534,,,10.1111/j.1095-8312.2008.00973.x,Phylogenetic and ecological effects on interspecific variation in structurally simple avian vocalizations,"Farnsworth, Andrew; Lovette, Irby J.",2008,,13
535,,,,Generalization of geometric median,"Bejda, Premysl",2014,,0
536,,,10.1002/asmb.2149,Modeling short-term post-offering price-volume relationships using Bayesian change-point panel quantile regression,"Wang, Xinyu; Wang, Yuandi; Wang, Deqing; Liu, Xiangling",2016,,0
537,,,10.1080/10635150600889617,Geometric approach to tree shape statistics,"Matsen, Frederick A.",2006,,14
538,,,10.1016/j.csda.2005.06.005,Robust weighted LAD regression,"Giloni, Avi; Simonoff, Jeffrey S.; Sengupta, Bhaskar",2006,,14
539,,,10.1214/009053604000001165,Extremal quantile regression,"Chernozhukov, None",2005,,48
540,,,10.1214/aos/1176348119,NONPARAMETRIC ESTIMATES OF REGRESSION QUANTILES AND THEIR LOCAL BAHADUR REPRESENTATION,"CHAUDHURI, P",1991,,139
541,,,10.3109/14767058.2015.1019855,Modelling umbilical vein blood flow normograms at 14-40 weeks of gestation by quantile regression analysis,"Rizzo, Giuseppe; Rizzo, Ludovica; Aiello, Elisa; Allegra, Eugenio; Arduini, Domenico",2016,,0
542,,,,DIRECTIONAL QUANTILE REGRESSION IN OCTAVE (AND MATLAB),"Bocek, Pavel; Siman, Miroslav",2016,,0
543,,,10.1080/03610926.2014.941491,Quantile regression methods for censored gap time data,"Cheng, Jung-Yu; Tzeng, Shinn-Jia",2016,,0
544,,,10.1177/0013164415606498,Effects of Interim Assessments Across the Achievement Distribution: Evidence From an Experiment,"Konstantopoulos, Spyros; Li, Wei; Miller, Shazia R.; van der Ploeg, Arie",2016,,0
545,,,10.1007/s00404-013-3087-2,Amniotic fluid volume in normal singleton pregnancies: modeling with quantile regression,"Sandlin, Adam T.; Ounpraseuth, Songthip T.; Spencer, Horace J.; Sick, Courtney L.; Lang, Patrick M.; Magann, Everett F.",2014,,4
546,,,10.1002/we.107,Probabilistic wind power forecasts using local quantile regression,"Bremnes, JB",2004,,94
547,,,10.1175/mwr-d-15-0260.1,Calibrated Ensemble Forecasts Using Quantile Regression Forests and Ensemble Model Output Statistics,"Taillardat, Maxime; Mestre, Olivier; Zamo, Michael; Naveau, Philippe",2016,,0
548,,,10.1007/s11135-013-9958-6,Corporate social responsibility and corporate performance: a quantile regression approach,"Kang, Hsin-Hong; Liu, Shu-Bing",2014,,2
549,,,,On Bayesian Quantile Regression Using a Pseudo-joint Asymmetric Laplace Likelihood,"Sriram, Karthik; Ramamoorthi, R. V.; Ghosh, Pulak",2016,,1
550,,,10.1504/ijdmb.2016.076015,Adaptive lasso penalised censored composite quantile regression,"Bang, Sungwan; Cho, Hyungjun; Jhun, Myoungshic",2016,,0
551,,,10.1016/j.spl.2015.09.022,Quantile regression for single-index-coefficient regression models,"Jiang, Rong; Qian, Wei-Min",2016,,0
552,,,10.1080/01490419.2016.1144665,Trends in Extreme Mean Sea Level Quantiles from Satellite Altimetry,"Barbosa, Susana M.",2016,,0
553,,,10.1080/03610926.2013.813048,Generalized Analysis-of-variance-type Test for the Single-index Quantile Model,"Jiang, Rong; Zhou, Zhan-Gong; Qian, Wei-Min",2015,,0
554,,,10.1016/j.jspi.2016.04.003,Composite quantile regression and variable selection in single-index coefficient model,"Zhang, Riquan; Lv, Yazhao; Zhao, Weihua; Liu, Jicai",2016,,0
555,,,10.1016/j.ecoinf.2009.07.001,Is spectral distance a proxy of beta diversity at different taxonomic ranks? A test using quantile regression,"Rocchini, Duccio; He, Kate S.; Zhang, Jianting",2009,,3
556,,,,Fitting age related reference intervals to ocular axial length in children using a four-parameter curve family,"Holm, S; Svensson, E; Stromland, K; Hellstrom, A",1998,,0
557,,,10.1371/journal.pone.0161149,Dedicated Pediatricians in Emergency Department: Shorter Waiting Times and Lower Costs,"Melo, Manuel Rocha; Ferreira-Magalhaes, Manuel; Flor-Lima, Filipa; Rodrigues, Mariana; Severo, Milton; Almeida-Santos, Luis; Caldas-Afonso, Alberto; Barros, Pedro Pita; Ferreira, Antonio",2016,,0
558,,,10.1017/s026646661500016x,A NEW CHARACTERIZATION OF THE NORMAL DISTRIBUTION AND TEST FOR NORMALITY,"Bera, Anil K.; Galvao, Antonio F.; Wang, Liang; Xiao, Zhijie",2016,,0
559,,,10.1542/peds.111.3.483,Chronic lung disease of prematurity and intrauterine growth retardation: A population-based study,"Lal, MK; Manktelow, BN; Draper, ES; Field, DJ",2003,,58
560,,,10.1007/s11634-015-0206-x,Quantile regression with group lasso for classification,"Hashem, Hussein; Vinciotti, Veronica; Alhamzawi, Rahim; Yu, Keming",2016,,0
561,,,10.1080/07474938.2013.807107,Conditional VAR and Expected Shortfall: A New Functional Approach,"Ferraty, Frederic; Quintela-del-Rio, Alejandro",2016,,0
562,,,10.1167/iovs.08-3354,Estimating Normative Limits of Heidelberg Retina Tomograph Optic Disc Rim Area with Quantile Regression,"Artes, Paul H.; Crabb, David P.",2010,,5
563,,,10.1016/j.enpol.2010.06.028,Understanding the spectrum of residential energy consumption: A quantile regression approach,"Kaza, Nikhil",2010,,34
564,,,10.1111/j.1541-0420.2008.01105.x,Median Regression Models for Longitudinal Data with Dropouts,"Yi, Grace Y.; He, Wenqing",2009,,20
565,,,10.1029/2011jg001693,Climate change threatens endangered plant species by stronger and interacting water-related stresses,"Bartholomeus, Ruud P.; Witte, Jan-Philip M.; van Bodegom, Peter M.; van Dam, Jos C.; Aerts, Rien",2011,,15
566,,,10.1016/j.jeconom.2008.12.002,"Assessing value at risk with CARE, the Conditional Autoregressive Expectile models","Kuan, Chung-Ming; Yeh, Jin-Huei; Hsu, Yu-Chin",2009,,25
567,,,10.1214/09-aoas304,HIGH-THROUGHPUT DATA ANALYSIS IN BEHAVIOR GENETICS,"Sakov, Anat; Golani, Ilan; Lipkind, Dina; Benjamini, Yoav",2010,,4
568,,,10.1002/joc.4326,"Asymmetric trends in seasonal temperature variability in instrumental records from ten stations in Switzerland, Germany and the UK from 1864 to 2012","Matiu, Michael; Ankerst, Donna P.; Menzel, Annette",2016,,0
569,,,10.1111/j.1468-0262.2005.00628.x,Nonparametric identification under discrete variation,"Chesher, A",2005,,49
570,,,10.1002/qj.2624,Quantile forecast discrimination ability and value,"Ben Bouallegue, Zied; Pinson, Pierre; Friederichs, Petra",2015,,0
571,,,10.1016/j.ahj.2014.02.009,Galectin 3 and incident atrial fibrillation in the community,"Ho, Jennifer E.; Yin, Xiaoyan; Levy, Daniel; Vasan, Ramachandran S.; Magnani, Jared W.; Ellinor, Patrick T.; McManus, David D.; Lubitz, Steven A.; Larson, Martin G.; Benjamin, Emelia J.",2014,,21
572,,,10.1111/mms.12001,Effects of airgun sounds on bowhead whale calling rates in the Alaskan Beaufort Sea,"Blackwell, Susanna B.; Nations, Christopher S.; McDonald, Trent L.; Greene, Charles R.; Thode, Aaron M.; Guerra, Melania; Macrander, A. Michael",2013,,21
573,,,10.3390/ijgi5070117,Exploring the Relationship between Remotely-Sensed Spectral Variables and Attributes of Tropical Forest Vegetation under the Influence of Local Forest Institutions,"Agarwal, Shivani; Rocchini, Duccio; Marathe, Aniruddha; Nagendra, Harini",2016,,0
574,,,10.7863/ultra.15.03003,"Customized Fetal Growth Charts for Parents' Characteristics, Race, and Parity by Quantile Regression Analysis A Cross-sectional Multicenter Italian Study","Ghi, Tullio; Cariello, Luisa; Rizzo, Ludovica; Ferrazzi, Enrico; Periti, Enrico; Prefumo, Federico; Stampalija, Tamara; Viora, Elsa; Verrotti, Carla; Rizzo, Giuseppe",2016,,3
575,,,10.1198/073500102288618711,Nonparametric applications of Bayesian inference,"Chamberlain, G; Imbens, GW",2003,,21
576,,,10.1016/j.psyneuen.2014.10.016,Early origins of inflammation: An examination of prenatal and childhood social adversity in a prospective cohort study,"Slopen, Natalie; Loucks, Eric B.; Appleton, Allison A.; Kawachi, Ichiro; Kubzansky, Laura D.; Non, Amy L.; Buka, Stephen; Gilman, Stephen E.",2015,,5
577,,,10.1016/j.scitotenv.2016.06.047,Optimal flow for brown trout: Habitat - prey optimization,"Fornaroli, Riccardo; Cabrini, Riccardo; Sartori, Laura; Marazzi, Francesca; Canobbio, Sergio; Mezzanotte, Valeria",2016,,0
